"name","year","city","country","continent","latitude","longitude","cuisine","price","star"
"Joo Ok",2019,"Seoul","South Korea","Asia",37.52252,127.04396,"Korean contemporary","3","one"
"Balwoo Gongyang",2019,"Seoul","South Korea","Asia",37.57389,126.98318,"Temple cuisine","2","one"
"Muoki",2019,"Seoul","South Korea","Asia",37.518963,127.04217,"Innovative","3","one"
"L'Amitié",2019,"Seoul","South Korea","Asia",37.522675,127.032646,"French","3","one"
"Yu Yuan",2019,"Seoul","South Korea","Asia",37.57045,126.97534,"Chinese","3","one"
"Bicena",2019,"Seoul","South Korea","Asia",37.5384,127.00135,"Korean","3","one"
"Mosu",2019,"Seoul","South Korea","Asia",37.536415,126.99934,"Innovative","5","one"
"Poom",2019,"Seoul","South Korea","Asia",37.54903,126.98341,"Korean","3","one"
"Soigné",2019,"Seoul","South Korea","Asia",37.49816,127.002,"Innovative","3","one"
"Table for Four",2019,"Seoul","South Korea","Asia",37.49769,126.99442,"European contemporary","3","one"
"Zero Complex",2019,"Seoul","South Korea","Asia",37.49417,126.9948,"Innovative","3","one"
"Jin Jin",2019,"Seoul","South Korea","Asia",37.55777,126.91324,"Chinese","1","one"
"Gotgan",2019,"Seoul","South Korea","Asia",37.52212,126.92022,"Korean","4","one"
"Hill Street Tai Hwa Pork Noodle",2018,"Singapore","Singapore","Asia",1.3052,103.8624,"Street Food","1","one"
"Putien (Kitchener Road)",2018,"Singapore","Singapore","Asia",1.30969,103.8573,"Fujian","1","one"
"Chef Kang's",2018,"Singapore","Singapore","Asia",1.304735,103.84955,"Cantonese","3","one"
"Garibaldi",2018,"Singapore","Singapore","Asia",1.296564,103.855,"Italian","1","one"
"Summer Pavilion",2018,"Singapore","Singapore","Asia",1.291284,103.8603,"Cantonese","2","one"
"Shinji (Bras Basah Road)",2018,"Singapore","Singapore","Asia",1.2959028,103.8539,"Sushi","2","one"
"The Song of India",2018,"Singapore","Singapore","Asia",1.310767,103.8353,"Indian","1","one"
"Lei Garden",2018,"Singapore","Singapore","Asia",1.295228,103.8521,"Cantonese","1","one"
"Whitegrass",2018,"Singapore","Singapore","Asia",1.295452,103.8516,"Australian","2","one"
"Jaan",2018,"Singapore","Singapore","Asia",1.293184,103.8529,"French contemporary","3","one"
"Labyrinth",2018,"Singapore","Singapore","Asia",1.2899688,103.8562,"Innovative","2","one"
"Cut",2018,"Singapore","Singapore","Asia",1.2853268,103.8607,"Steakhouse","3","one"
"Alma",2018,"Singapore","Singapore","Asia",1.309123,103.834,"European contemporary","1","one"
"Béni",2018,"Singapore","Singapore","Asia",1.302379,103.8366,"French contemporary","2","one"
"Crystal Jade Golden Palace",2018,"Singapore","Singapore","Asia",1.303244,103.8353,"Chinese","1","one"
"Imperial Treasure Fine Teochew Cuisine (Orchard)",2018,"Singapore","Singapore","Asia",1.3032448,103.8349,"Chinese","1","one"
"Saint Pierre",2018,"Singapore","Singapore","Asia",1.285781,103.8538,"French contemporary","2","one"
"Sushi Ichi",2018,"Singapore","Singapore","Asia",1.305105,103.8324,"Sushi","3","one"
"Sushi Kimura",2018,"Singapore","Singapore","Asia",1.3063719,103.829475,"Sushi","4","one"
"Iggy's",2018,"Singapore","Singapore","Asia",1.305986,103.8294,"European contemporary","3","one"
"Braci",2018,"Singapore","Singapore","Asia",1.287212,103.84949,"Italian contemporary","2","one"
"Jiang-Nan Chun",2018,"Singapore","Singapore","Asia",1.304937,103.8288,"Cantonese","3","one"
"Bacchanalia",2018,"Singapore","Singapore","Asia",1.2874758,103.8474,"Innovative","2","one"
"Shinji (Tanglin Road)",2018,"Singapore","Singapore","Asia",1.305821,103.8257,"Sushi","4","one"
"Corner House",2018,"Singapore","Singapore","Asia",1.315121,103.8154,"Innovative","2","one"
"Summer Palace",2018,"Singapore","Singapore","Asia",1.3043848,103.825,"Cantonese","1","one"
"Cheek by Jowl",2018,"Singapore","Singapore","Asia",1.281301,103.84849,"Australian","1","one"
"Nouri",2018,"Singapore","Singapore","Asia",1.28086,103.84713,"Innovative","1","one"
"Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle",2018,"Singapore","Singapore","Asia",1.28248,103.8439,"Street Food","1","one"
"Burnt Ends",2018,"Singapore","Singapore","Asia",1.280501,103.8418,"Barbecue","2","one"
"Rhubarb",2018,"Singapore","Singapore","Asia",1.279368,103.843,"French contemporary","1","one"
"Meta",2018,"Singapore","Singapore","Asia",1.279372,103.8415,"Innovative","2","one"
"Ma Cuisine",2018,"Singapore","Singapore","Asia",1.27826,103.842,"French","1","one"
"Candlenut",2018,"Singapore","Singapore","Asia",1.2797709,103.8402,"Peranakan","1","one"
"Bhoga",2019,"Göteborg","Sweden","Europe",57.70618,11.9624,"Creative","3","one"
"Koka",2019,"Göteborg","Sweden","Europe",57.698406,11.965365,"Modern cuisine","3","one"
"28+",2019,"Göteborg","Sweden","Europe",57.69809,11.97377,"Modern cuisine","3","one"
"SK Mat & Människor",2019,"Göteborg","Sweden","Europe",57.69688,11.98338,"Modern cuisine","3","one"
"Thörnströms Kök",2019,"Göteborg","Sweden","Europe",57.69437,11.977609,"Classic cuisine","3","one"
"Upper House",2019,"Göteborg","Sweden","Europe",57.69745,11.99021,"Creative","4","one"
"Agrikultur",2019,"Stockholm","Sweden","Europe",59.34777,18.05863,"Modern cuisine","4","one"
"Sushi Sho",2019,"Stockholm","Sweden","Europe",59.341286,18.049892,"Japanese","3","one"
"Volt",2019,"Stockholm","Sweden","Europe",59.33867,18.079683,"Creative","3","one"
"Ekstedt",2019,"Stockholm","Sweden","Europe",59.33674,18.07521,"Meats and grills","3","one"
"Operakällaren",2019,"Stockholm","Sweden","Europe",59.329876,18.071363,"Classic cuisine","4","one"
"Mathias Dahlgren-Matbaren",2019,"Stockholm","Sweden","Europe",59.32935,18.07543,"Modern cuisine","2","one"
"Aloë",2019,"Stockholm","Sweden","Europe",59.2842,17.985748,"Creative","4","one"
"PM & Vänner",2019,"Växjö","Sweden","Europe",56.87892,14.80387,"Creative","3","one"
"Bloom in the Park",2019,"Malmö","Sweden","Europe",55.59064,12.99794,"Creative","2","one"
"SAV",2019,"Malmö","Sweden","Europe",55.53376,13.00537,"Creative","3","one"
"Golden Formosa",2019,"Taipei","China","Asia",25.118216,121.53623,"Taiwanese","2","one"
"Danny's Steakhouse",2019,"Taipei","China","Asia",25.082657,121.552765,"Steakhouse","2","one"
"L'Atelier de Joël Robuchon",2019,"Taipei","China","Asia",25.039188,121.56771,"French contemporary","3","one"
"Kitcho",2019,"Taipei","China","Asia",25.04429,121.55076,"Sushi","4","one"
"Tien Hsiang Lo",2019,"Taipei","China","Asia",25.062696,121.529976,"Hang Zhou","2","one"
"Ya Ge",2019,"Taipei","China","Asia",25.06625,121.52533,"Cantonese","2","one"
"Da-Wan",2019,"Taipei","China","Asia",25.043018,121.55019,"Barbecue","3","one"
"Sushi Nomura",2019,"Taipei","China","Asia",25.03618,121.55465,"Sushi","3","one"
"logy",2019,"Taipei","China","Asia",25.03561,121.55323,"Asian contemporary","4","one"
"Ming Fu",2019,"Taipei","China","Asia",25.06171,121.52399,"Taiwanese","3","one"
"Ken An Ho",2019,"Taipei","China","Asia",25.034622,121.55281,"Japanese","4","one"
"Sushi Ryu",2019,"Taipei","China","Asia",25.055832,121.52724,"Sushi","4","one"
"MUME",2019,"Taipei","China","Asia",25.036266,121.54809,"European contemporary","3","one"
"Impromptu by Paul Lee",2019,"Taipei","China","Asia",25.05429,121.524254,"Innovative","3","one"
"Longtail",2019,"Taipei","China","Asia",25.023922,121.54841,"Innovative","2","one"
"Mountain and Sea House",2019,"Taipei","China","Asia",25.038046,121.531395,"Taiwanese","2","one"
"Da San Yuan",2019,"Taipei","China","Asia",25.042248,121.512215,"Cantonese","1","one"
"Tainan Tan Tsu Mien Seafood",2019,"Taipei","China","Asia",25.03799,121.4984,"Seafood","2","one"
"Suan Thip",2019,"Bangkok","Thailand","Asia",13.926962,100.502144,"Thai","1","one"
"Upstairs at Mikkeller",2019,"Bangkok","Thailand","Asia",13.727946,100.58844,"Innovative","5","one"
"Chim by Siam Wisdom",2019,"Bangkok","Thailand","Asia",13.740706,100.56789,"Thai","3","one"
"R-Haan",2019,"Bangkok","Thailand","Asia",13.731805,100.57972,"Thai","4","one"
"Canvas",2019,"Bangkok","Thailand","Asia",13.728886,100.580826,"Innovative","4","one"
"Bo.lan",2019,"Bangkok","Thailand","Asia",13.726389,100.57799,"Thai","5","one"
"Sra Bua by Kiin Kiin",2019,"Bangkok","Thailand","Asia",13.754137,100.53451,"Thai Contemporary","3","one"
"Elements",2019,"Bangkok","Thailand","Asia",13.742978,100.54798,"French contemporary","4","one"
"Paste",2019,"Bangkok","Thailand","Asia",13.744594,100.540565,"Thai","3","one"
"Ginza Sushi ichi",2019,"Bangkok","Thailand","Asia",13.744069,100.54092,"Sushi","4","one"
"Sorn",2019,"Bangkok","Thailand","Asia",13.723242,100.56848,"Southern Thai","5","one"
"Savelberg",2019,"Bangkok","Thailand","Asia",13.738216,100.54642,"French contemporary","3","one"
"Saneh Jaan",2019,"Bangkok","Thailand","Asia",13.735739,100.54605,"Thai","2","one"
"Gaa",2019,"Bangkok","Thailand","Asia",13.737806,100.54275,"Innovative","4","one"
"Methavalai Sorndaeng",2019,"Bangkok","Thailand","Asia",13.756321,100.502045,"Thai","2","one"
"Jay Fai",2019,"Bangkok","Thailand","Asia",13.752614,100.50466,"Street Food","2","one"
"Nahm",2019,"Bangkok","Thailand","Asia",13.724357,100.53926,"Thai","3","one"
"J'AIME by Jean-Michel Lorain",2019,"Bangkok","Thailand","Asia",13.718885,100.546326,"French contemporary","3","one"
"Saawaan",2019,"Bangkok","Thailand","Asia",13.721809,100.53741,"Thai Contemporary","4","one"
"Le Du",2019,"Bangkok","Thailand","Asia",13.725005,100.52939,"Thai","4","one"
"Ruean Panya",2019,"Bangkok","Thailand","Asia",13.558403,100.28264,"Thai","2","one"
"PRU",2019,"Phuket","Thailand","Asia",8.034298,98.2764,"Innovative","5","one"
"Blue Duck Tavern",2019,"Washington, D.C.","USA","North America",38.905373,-77.05128,"American","3","one"
"Tail Up Goat",2019,"Washington, D.C.","USA","North America",38.9235,-77.043274,"Contemporary","2","one"
"Komi",2019,"Washington, D.C.","USA","North America",38.910107,-77.03836,"Mediterranean","4","one"
"Sushi Taro",2019,"Washington, D.C.","USA","North America",38.909992,-77.03834,"Japanese","4","one"
"Plume",2019,"Washington, D.C.","USA","North America",38.906,-77.03671,"European","4","one"
"Siren by RW",2019,"Washington, D.C.","USA","North America",38.907776,-77.035446,"Seafood","3","one"
"Bresca",2019,"Washington, D.C.","USA","North America",38.91584,-77.0321,"Contemporary","2","one"
"The Dabney",2019,"Washington, D.C.","USA","North America",38.906292,-77.024666,"American","2","one"
"Métier",2019,"Washington, D.C.","USA","North America",38.903503,-77.0218,"Contemporary","4","one"
"Kinship",2019,"Washington, D.C.","USA","North America",38.903282,-77.0218,"Contemporary","3","one"
"Fiola",2019,"Washington, D.C.","USA","North America",38.89416,-77.02032,"Italian","4","one"
"Masseria",2019,"Washington, D.C.","USA","North America",38.909504,-76.99908,"Italian","3","one"
"Rose's Luxury",2019,"Washington, D.C.","USA","North America",38.88064,-76.99515,"Contemporary","2","one"
"Loch Bay",2019,"Waternish","United Kingdom","Europe",57.51487,-6.57114,"Modern cuisine",NA,"one"
"Braidwoods",2019,"Dalry","United Kingdom","Europe",55.69474,-4.7425,"Classic cuisine",NA,"one"
"Eipic",2019,"Belfast","United Kingdom","Europe",54.595898,-5.9322424,"Modern cuisine",NA,"one"
"OX",2019,"Belfast","United Kingdom","Europe",54.59891,-5.92198,"Modern British",NA,"one"
"The Peat Inn",2019,"Peat Inn","United Kingdom","Europe",56.27861,-2.8845797,"Classic cuisine",NA,"one"
"Kitchin",2019,"Leith","United Kingdom","Europe",55.976967,-3.172842,"Modern cuisine",NA,"one"
"Martin Wishart",2019,"Leith","United Kingdom","Europe",55.97552,-3.17019,"Modern cuisine",NA,"one"
"Number One",2019,"Edinburgh","United Kingdom","Europe",55.95298,-3.18966,"Modern cuisine",NA,"one"
"21212",2019,"Edinburgh","United Kingdom","Europe",55.95674,-3.18018,"Creative",NA,"one"
"The Cellar",2019,"Anstruther","United Kingdom","Europe",56.222126,-2.696321,"Modern cuisine",NA,"one"
"Forest Side",2019,"Grasmere","United Kingdom","Europe",54.46396,-3.0157998,"Modern British",NA,"one"
"HRiSHi",2019,"Bowness-on-Windermere","United Kingdom","Europe",54.35013,-2.91172,"Modern cuisine",NA,"one"
"Rogan & Co",2019,"Cartmel","United Kingdom","Europe",54.20074,-2.95464,"Creative British",NA,"one"
"House of Tides",2019,"Newcastle upon Tyne","United Kingdom","Europe",54.96758,-1.61127,"Modern cuisine",NA,"one"
"Sosban & The Old Butchers",2019,"Menai Bridge/Porthaethwy","United Kingdom","Europe",53.225925,-4.163006,"Modern cuisine",NA,"one"
"Northcote",2019,"Langho","United Kingdom","Europe",53.80933,-2.4476,"Modern British",NA,"one"
"Yorke Arms",2019,"Pateley Bridge","United Kingdom","Europe",54.13435,-1.8183095,"Modern cuisine",NA,"one"
"Fraiche",2019,"Birkenhead","United Kingdom","Europe",53.38183,-3.04307,"Creative",NA,"one"
"White Swan",2019,"Fence","United Kingdom","Europe",53.83916,-2.25097,"Modern British",NA,"one"
"Tyddyn Llan",2019,"Llandrillo","United Kingdom","Europe",52.92405,-3.44329,"Classic cuisine",NA,"one"
"Ynyshir",2019,"Machynlleth","United Kingdom","Europe",52.54476,-3.94491,"Creative",NA,"one"
"Black Swan",2019,"Oldstead","United Kingdom","Europe",54.21205,-1.1879199,"Modern British",NA,"one"
"Simon Radley at Chester Grosvenor",2019,"Chester","United Kingdom","Europe",53.19064,-2.88913,"Modern cuisine",NA,"one"
"Star Inn at Harome",2019,"Harome","United Kingdom","Europe",54.23101,-1.01023,"Modern British",NA,"one"
"The Man Behind The Curtain",2019,"Leeds","United Kingdom","Europe",53.798286,-1.539937,"Creative",NA,"one"
"The Checkers",2019,"Montgomery/Trefaldwyn","United Kingdom","Europe",52.55568,-3.13769,"French",NA,"one"
"Pipe and Glass",2019,"South Dalton","United Kingdom","Europe",53.8955,-0.53301,"Modern British",NA,"one"
"Fischer's at Baslow Hall",2019,"Baslow","United Kingdom","Europe",53.25055,-1.6269798,"Modern cuisine",NA,"one"
"Winteringham Fields",2019,"Winteringham","United Kingdom","Europe",53.68778,-0.59013,"Modern cuisine",NA,"one"
"Thomas Carr @ The Olive Room",2019,"Ilfracombe","United Kingdom","Europe",51.209476,-4.118807,"Seafood",NA,"one"
"Walnut Tree",2019,"Llanddewi Skirrid","United Kingdom","Europe",51.84534,-2.95438,"Modern British",NA,"one"
"Paul Ainsworth at No.6",2019,"Padstow","United Kingdom","Europe",50.541534,-4.9398518,"Modern cuisine",NA,"one"
"Simpsons",2019,"Birmingham","United Kingdom","Europe",52.46925,-1.9238801,"Modern cuisine",NA,"one"
"Purnell's",2019,"Birmingham","United Kingdom","Europe",52.48268,-1.9018,"Modern cuisine",NA,"one"
"Adam's",2019,"Birmingham","United Kingdom","Europe",52.47964,-1.900286,"Modern cuisine",NA,"one"
"Outlaw's Fish Kitchen",2019,"Port Isaac","United Kingdom","Europe",50.59206,-4.832,"Seafood",NA,"one"
"Carters of Moseley",2019,"Birmingham","United Kingdom","Europe",52.44588,-1.88384,"Modern British",NA,"one"
"Peel's",2019,"Hampton in Arden","United Kingdom","Europe",52.4259,-1.70536,"Creative British",NA,"one"
"John's House",2019,"Mountsorrel","United Kingdom","Europe",52.73295,-1.145851,"Modern cuisine",NA,"one"
"The Whitebrook",2019,"Whitebrook","United Kingdom","Europe",51.759697,-2.686909,"Modern British",NA,"one"
"James Sommerin",2019,"Penarth","United Kingdom","Europe",51.434387,-3.167951,"Modern cuisine",NA,"one"
"Driftwood",2019,"Portscatho","United Kingdom","Europe",50.1889,-4.97088,"Modern cuisine",NA,"one"
"The Cross at Kenilworth",2019,"Kenilworth","United Kingdom","Europe",52.350315,-1.5801147,"Classic cuisine",NA,"one"
"Masons Arms",2019,"Knowstone","United Kingdom","Europe",50.99547,-3.67163,"Classic French",NA,"one"
"Salt",2019,"Stratford-upon-Avon","United Kingdom","Europe",52.18963,-1.7092043,"Modern British",NA,"one"
"Le Champignon Sauvage",2019,"Cheltenham","United Kingdom","Europe",51.89146,-2.07912,"Modern cuisine",NA,"one"
"Gidleigh Park",2019,"Chagford","United Kingdom","Europe",50.67658,-3.87354,"Modern cuisine",NA,"one"
"Hambleton Hall",2019,"Upper Hambleton","United Kingdom","Europe",52.65737,-0.66812,"Classic cuisine",NA,"one"
"wilks",2019,"Bristol","United Kingdom","Europe",51.46737,-2.6069899,"Modern British",NA,"one"
"Bulrush",2019,"Bristol","United Kingdom","Europe",51.46278,-2.597758,"Modern British",NA,"one"
"Casamia",2019,"Bristol","United Kingdom","Europe",51.447254,-2.5940728,"Creative",NA,"one"
"Paco Tapas",2019,"Bristol","United Kingdom","Europe",51.44647,-2.59358,"Spanish",NA,"one"
"Pony & Trap",2019,"Chew Magna","United Kingdom","Europe",51.34938,-2.5925994,"Modern British",NA,"one"
"The Dining Room",2019,"Malmesbury","United Kingdom","Europe",51.58376,-2.14954,"Asian influences",NA,"one"
"Bybrook",2019,"Castle Combe","United Kingdom","Europe",51.49382,-2.23212,"Modern British",NA,"one"
"Restaurant Hywel Jones by Lucknam Park",2019,"Colerne","United Kingdom","Europe",51.45502,-2.25941,"Modern British",NA,"one"
"Olive Tree",2019,"Bath","United Kingdom","Europe",51.38707,-2.3627,"Modern cuisine",NA,"one"
"Lympstone Manor",2019,"Lympstone","United Kingdom","Europe",50.64069,-3.4186063,"Modern cuisine",NA,"one"
"The Neptune",2019,"Hunstanton","United Kingdom","Europe",52.9511,0.50927,"Modern cuisine",NA,"one"
"Elephant",2019,"Torquay","United Kingdom","Europe",50.45853,-3.52438,"Modern British",NA,"one"
"Oxford Kitchen",2019,"Oxford","United Kingdom","Europe",51.776733,-1.264794,"Modern British",NA,"one"
"Nut Tree",2019,"Murcott","United Kingdom","Europe",51.83618,-1.1499,"Traditional British",NA,"one"
"Morston Hall",2019,"Morston","United Kingdom","Europe",52.95473,0.98729,"Modern British",NA,"one"
"Red Lion Freehouse",2019,"East Chisenbury","United Kingdom","Europe",51.2736,-1.8007996,"Classic cuisine",NA,"one"
"Blackbird",2019,"Newbury","United Kingdom","Europe",51.420887,-1.3493549,"Classic cuisine",NA,"one"
"Woodspeen",2019,"Newbury","United Kingdom","Europe",51.415802,-1.353532,"Modern cuisine",NA,"one"
"The Coach",2019,"Marlow","United Kingdom","Europe",51.571712,-0.7772678,"Modern British",NA,"one"
"Crown",2019,"Burchett's Green","United Kingdom","Europe",51.524807,-0.7915291,"Regional cuisine",NA,"one"
"L'Ortolan",2019,"Shinfield","United Kingdom","Europe",51.40833,-0.9542898,"French",NA,"one"
"Hinds Head",2019,"Bray","United Kingdom","Europe",51.51265,-0.69641,"Traditional British",NA,"one"
"Black Rat",2019,"Winchester","United Kingdom","Europe",51.05796,-1.3069497,"Modern cuisine",NA,"one"
"Matt Worswick at The Latymer",2019,"Bagshot","United Kingdom","Europe",51.35764,-0.7086128,"Modern cuisine",NA,"one"
"Coworth Park",2019,"Ascot","United Kingdom","Europe",51.40463,-0.616715,"Modern cuisine",NA,"one"
"Tudor Room",2019,"Egham","United Kingdom","Europe",51.41759,-0.545847,"Modern cuisine",NA,"one"
"The Glasshouse",2019,"Kew","United Kingdom","Europe",51.4771,-0.28574,"Modern cuisine",NA,"one"
"La Trompette",2019,"Chiswick","United Kingdom","Europe",51.49222,-0.25619,"Modern British",NA,"one"
"Tim Allen's Flitch of Bacon",2019,"Little Dunmow","United Kingdom","Europe",51.86747,0.404134,"Modern British",NA,"one"
"River Café",2019,"Hammersmith","United Kingdom","Europe",51.48395,-0.22423,"Italian",NA,"one"
"Kitchen W8",2019,"Kensington","United Kingdom","Europe",51.49918,-0.19692,"Modern cuisine",NA,"one"
"Trishna",2019,"Marylebone","United Kingdom","Europe",51.51834,-0.153031,"Indian",NA,"one"
"Roganic",2019,"Marylebone","United Kingdom","Europe",51.518314,-0.1520875,"Creative British",NA,"one"
"Locanda Locatelli",2019,"Marylebone","United Kingdom","Europe",51.51514,-0.15675,"Italian",NA,"one"
"Texture",2019,"Marylebone","United Kingdom","Europe",51.51488,-0.15664,"Creative",NA,"one"
"Portland",2019,"Regent's Park","United Kingdom","Europe",51.519726,-0.142555,"Modern cuisine",NA,"one"
"Harwood Arms",2019,"Fulham","United Kingdom","Europe",51.48291,-0.19651,"Modern British",NA,"one"
"Pied à Terre",2019,"Bloomsbury","United Kingdom","Europe",51.519,-0.13511,"Creative",NA,"one"
"The Ninth",2019,"Bloomsbury","United Kingdom","Europe",51.51875,-0.1350068,"Mediterranean cuisine",NA,"one"
"Kai",2019,"Mayfair","United Kingdom","Europe",51.50871,-0.15162,"Chinese",NA,"one"
"Pollen Street Social",2019,"Mayfair","United Kingdom","Europe",51.5133,-0.14234,"Creative",NA,"one"
"Hakkasan Mayfair",2019,"Mayfair","United Kingdom","Europe",51.51037,-0.14475,"Chinese",NA,"one"
"The Square",2019,"Mayfair","United Kingdom","Europe",51.51069,-0.14401,"Creative French",NA,"one"
"Alyn Williams at The Westbury",2019,"Mayfair","United Kingdom","Europe",51.51118,-0.14303,"Modern cuisine",NA,"one"
"Benares",2019,"Mayfair","United Kingdom","Europe",51.50973,-0.14494,"Indian",NA,"one"
"Hakkasan Hanway Place",2019,"Bloomsbury","United Kingdom","Europe",51.5171,-0.13144,"Chinese",NA,"one"
"Social Eating House",2019,"Soho","United Kingdom","Europe",51.51383,-0.13673,"Modern cuisine",NA,"one"
"Galvin at Windows",2019,"Mayfair","United Kingdom","Europe",51.50539,-0.15039,"Modern cuisine",NA,"one"
"Murano",2019,"Mayfair","United Kingdom","Europe",51.50707,-0.14722,"Italian",NA,"one"
"Marcus",2019,"Belgravia","United Kingdom","Europe",51.50171,-0.15614,"Modern cuisine",NA,"one"
"Sabor",2019,"Mayfair","United Kingdom","Europe",51.511368,-0.1396773,"Spanish",NA,"one"
"Clock House",2019,"Ripley","United Kingdom","Europe",51.30044,-0.49287,"Modern cuisine",NA,"one"
"Yauatcha Soho",2019,"Soho","United Kingdom","Europe",51.51367,-0.1352,"Chinese",NA,"one"
"Céleste",2019,"Belgravia","United Kingdom","Europe",51.502422,-0.1522617,"Creative French",NA,"one"
"Gymkhana",2019,"Mayfair","United Kingdom","Europe",51.50854,-0.14154,"Indian",NA,"one"
"Amaya",2019,"Belgravia","United Kingdom","Europe",51.49912,-0.15731,"Indian",NA,"one"
"Pétrus",2019,"Belgravia","United Kingdom","Europe",51.49951,-0.15662,"French",NA,"one"
"Veeraswamy",2019,"Mayfair","United Kingdom","Europe",51.51008,-0.13809,"Indian",NA,"one"
"Barrafina",2019,"Soho","United Kingdom","Europe",51.51375,-0.1318,"Spanish",NA,"one"
"Hide",2019,"Mayfair","United Kingdom","Europe",51.506077,-0.144289,"Modern British",NA,"one"
"Ritz Restaurant",2019,"Westminster","United Kingdom","Europe",51.50728,-0.14141,"Modern British",NA,"one"
"Elystan Street",2019,"Chelsea","United Kingdom","Europe",51.49124,-0.16724,"Modern British",NA,"one"
"Seven Park Place",2019,"Saint James's","United Kingdom","Europe",51.50623,-0.13998,"Modern cuisine",NA,"one"
"Ikoyi",2019,"Saint James's","United Kingdom","Europe",51.509212,-0.1334389,"Creative",NA,"one"
"Aquavit",2019,"Saint James's","United Kingdom","Europe",51.508713,-0.1334072,"Scandinavian",NA,"one"
"Five Fields",2019,"Chelsea","United Kingdom","Europe",51.49168,-0.16124,"Modern cuisine",NA,"one"
"Dining Room at The Goring",2019,"Victoria","United Kingdom","Europe",51.49763,-0.14556,"Traditional British",NA,"one"
"St John",2019,"Clerkenwell","United Kingdom","Europe",51.52064,-0.10133,"Traditional British",NA,"one"
"Quilon",2019,"Victoria","United Kingdom","Europe",51.49863,-0.13726,"Indian",NA,"one"
"Club Gascon",2019,"London","United Kingdom","Europe",51.51857,-0.10031,"French",NA,"one"
"A. Wong",2019,"Victoria","United Kingdom","Europe",51.49318,-0.14128,"Chinese",NA,"one"
"The Clove Club",2019,"Shoreditch","United Kingdom","Europe",51.52711,-0.07927,"Modern cuisine",NA,"one"
"Leroy",2019,"Shoreditch","United Kingdom","Europe",51.524086,-0.0815337,"Modern British",NA,"one"
"Angler",2019,"Finsbury","United Kingdom","Europe",51.51894,-0.08625,"Seafood",NA,"one"
"Brat",2019,"Shoreditch","United Kingdom","Europe",51.52427,-0.0767681,"Traditional British",NA,"one"
"Lyle's",2019,"Shoreditch","United Kingdom","Europe",51.52378,-0.07704,"Modern British",NA,"one"
"Galvin La Chapelle",2019,"Spitalfields","United Kingdom","Europe",51.52032,-0.0781,"French",NA,"one"
"City Social",2019,"City of London","United Kingdom","Europe",51.51521,-0.08431,"Modern cuisine",NA,"one"
"La Dame de Pic",2019,"City of London","United Kingdom","Europe",51.510372,-0.0788981,"Modern French",NA,"one"
"Story",2019,"Bermondsey","United Kingdom","Europe",51.50268,-0.07774,"Modern cuisine",NA,"one"
"Trinity",2019,"Clapham Common","United Kingdom","Europe",51.46336,-0.14148,"Modern cuisine",NA,"one"
"Chez Bruce",2019,"Wandsworth","United Kingdom","Europe",51.44607,-0.16553,"French",NA,"one"
"Sorrel",2019,"Dorking","United Kingdom","Europe",51.228825,-0.3346741,"Modern British",NA,"one"
"Restaurant Tristan",2019,"Horsham","United Kingdom","Europe",51.062347,-0.326034,"Modern British",NA,"one"
"Gravetye Manor",2019,"Gravetye","United Kingdom","Europe",51.08932,-0.05691,"Modern British",NA,"one"
"The Sportsman",2019,"Seasalter","United Kingdom","Europe",51.34392,0.95885,"Modern British",NA,"one"
"West House",2019,"Biddenden","United Kingdom","Europe",51.11521,0.64215,"Modern British",NA,"one"
"Fordwich Arms",2019,"Fordwich","United Kingdom","Europe",51.295284,1.1261871,"Modern cuisine",NA,"one"
"Samphire",2019,"Saint Helier/Saint-Hélier","United Kingdom","Europe",49.18488,-2.1057,"Modern cuisine",NA,"one"
"Bohemia",2019,"Saint Helier/Saint-Hélier","United Kingdom","Europe",49.181225,-2.102417,"Modern cuisine",NA,"one"
"SENNS.Restaurant",2019,"Salzburg","Austria","Europe",47.83636,13.06389,"Creative","5","two"
"Ikarus",2019,"Salzburg","Austria","Europe",47.79536,13.00695,"Creative","5","two"
"Mraz & Sohn",2019,"Wien","Austria","Europe",48.23129,16.37637,"Creative","5","two"
"Konstantin Filippou",2019,"Wien","Austria","Europe",48.21056,16.37996,"Modern cuisine","5","two"
"Silvio Nickol Gourmet Restaurant",2019,"Wien","Austria","Europe",48.20558,16.37693,"Modern cuisine","5","two"
"Steirereck im Stadtpark",2019,"Wien","Austria","Europe",48.20229,16.3805,"Creative","5","two"
"Baumé",2019,"South San Francisco","USA","North America",37.4285,-122.14272,"Contemporary","4","two"
"Commis",2019,"San Francisco","USA","North America",37.82476,-122.25505,"Contemporary","4","two"
"Californios",2019,"San Francisco","USA","North America",37.75555,-122.417145,"Mexican","4","two"
"Lazy Bear",2019,"San Francisco","USA","North America",37.760204,-122.41969,"Contemporary","4","two"
"Saison",2019,"San Francisco","USA","North America",37.76327,-122.41543,"Californian","4","two"
"Campton Place",2019,"San Francisco","USA","North America",37.78923,-122.40665,"Indian","4","two"
"Coi",2019,"San Francisco","USA","North America",37.79812,-122.40331,"Contemporary","4","two"
"Acquerello",2019,"San Francisco","USA","North America",37.79167,-122.42131,"Italian","4","two"
"Urasawa",2019,"Los Angeles","USA","North America",34.067352,-118.40067,"Japanese","4","two"
"Sushi Ginza Onodera",2019,"Los Angeles","USA","North America",34.08238,-118.37654,"Japanese","4","two"
